Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Pair
2024-01-02,51.45000076293945,53.45000076293945,51.400001525878906,52.7599983215332,50.22067642211914,17757500,BMY,BMY-PFE
2024-01-03,52.70000076293945,52.900001525878906,51.470001220703125,52.29999923706055,49.78281021118164,15662600,BMY,BMY-PFE
2024-01-04,51.90999984741211,52.189998626708984,51.459999084472656,52.040000915527344,50.110206604003906,16930500,BMY,BMY-PFE
2024-01-05,51.90999984741211,52.56999969482422,51.650001525878906,52.22999954223633,50.29315948486328,12265800,BMY,BMY-PFE
2024-01-08,51.88999938964844,51.900001525878906,51.290000915527344,51.790000915527344,49.86948013305664,18745900,BMY,BMY-PFE
2024-01-09,52.04999923706055,52.099998474121094,51.22999954223633,51.279998779296875,49.378387451171875,13385100,BMY,BMY-PFE
2024-01-10,51.20000076293945,51.25,50.41999816894531,50.65999984741211,48.78137969970703,18095300,BMY,BMY-PFE
2024-01-11,50.650001525878906,50.7400016784668,50.0099983215332,50.220001220703125,48.35770034790039,16567900,BMY,BMY-PFE
2024-01-12,50.38999938964844,50.709999084472656,50.06999969482422,50.310001373291016,48.444358825683594,11460200,BMY,BMY-PFE
2024-01-16,50.29999923706055,50.59000015258789,49.81999969482422,50.0,48.14585876464844,13824700,BMY,BMY-PFE
2024-01-17,49.54999923706055,50.06999969482422,48.95000076293945,49.97999954223633,48.1265983581543,16425400,BMY,BMY-PFE
2024-01-18,49.619998931884766,50.16999816894531,48.630001068115234,50.09000015258789,48.23251724243164,18463800,BMY,BMY-PFE
2024-01-19,50.11000061035156,50.209999084472656,49.43000030517578,50.11000061035156,48.25177764892578,23077900,BMY,BMY-PFE
2024-01-22,50.2599983215332,50.31999969482422,49.5,49.56999969482422,47.7318000793457,13818600,BMY,BMY-PFE
2024-01-23,49.68000030517578,50.41999816894531,49.4900016784668,50.119998931884766,48.26140594482422,12555700,BMY,BMY-PFE
2024-01-24,50.20000076293945,50.619998931884766,50.06999969482422,50.2400016784668,48.376956939697266,11838300,BMY,BMY-PFE
2024-01-25,50.2599983215332,50.34000015258789,49.439998626708984,49.61000061035156,47.77031707763672,17639600,BMY,BMY-PFE
2024-01-26,49.959999084472656,50.20000076293945,49.650001525878906,49.70000076293945,47.85698318481445,10855500,BMY,BMY-PFE
2024-01-29,49.619998931884766,49.880001068115234,49.45000076293945,49.869998931884766,48.02067565917969,11746600,BMY,BMY-PFE
2024-01-30,50.04999923706055,50.18000030517578,49.25,49.38999938964844,47.55847930908203,11605600,BMY,BMY-PFE
2024-01-31,49.709999084472656,50.02000045776367,48.84000015258789,48.869998931884766,47.05775833129883,18997600,BMY,BMY-PFE
2024-02-01,48.849998474121094,48.849998474121094,48.130001068115234,48.66999816894531,46.86517333984375,20416300,BMY,BMY-PFE
2024-02-02,49.27000045776367,50.0099983215332,48.08000183105469,48.709999084472656,46.90369415283203,27988500,BMY,BMY-PFE
2024-02-05,48.52000045776367,48.560001373291016,47.68000030517578,47.97999954223633,46.20076370239258,15535600,BMY,BMY-PFE
2024-02-06,47.95000076293945,49.97999954223633,47.58000183105469,49.2599983215332,47.43329620361328,22693800,BMY,BMY-PFE
2024-02-07,49.189998626708984,49.36000061035156,48.02000045776367,48.63999938964844,46.83628845214844,17973100,BMY,BMY-PFE
2024-02-08,48.439998626708984,48.77000045776367,48.11000061035156,48.709999084472656,46.90369415283203,13577900,BMY,BMY-PFE
2024-02-09,48.70000076293945,49.83000183105469,48.4900016784668,49.810001373291016,47.96290588378906,15413400,BMY,BMY-PFE
2024-02-12,49.81999969482422,50.04999923706055,49.209999084472656,49.75,47.905128479003906,14973600,BMY,BMY-PFE
2024-02-13,49.65999984741211,49.900001525878906,48.310001373291016,48.709999084472656,46.90369415283203,15828100,BMY,BMY-PFE
2024-02-14,48.81999969482422,49.040000915527344,48.45000076293945,48.88999938964844,47.07701873779297,10866900,BMY,BMY-PFE
2024-02-15,49.0099983215332,50.279998779296875,48.83000183105469,49.439998626708984,47.606624603271484,13425800,BMY,BMY-PFE
2024-02-16,49.310001373291016,49.869998931884766,48.93000030517578,49.86000061035156,48.011051177978516,13174100,BMY,BMY-PFE
2024-02-20,49.88999938964844,50.45000076293945,49.66999816894531,49.86000061035156,48.011051177978516,13778800,BMY,BMY-PFE
2024-02-21,49.93000030517578,50.93000030517578,49.540000915527344,50.90999984741211,49.02211380004883,12286900,BMY,BMY-PFE
2024-02-22,50.58000183105469,51.40999984741211,50.33000183105469,51.33000183105469,49.42654037475586,12862900,BMY,BMY-PFE
2024-02-23,51.400001525878906,51.91999816894531,50.72999954223633,51.65999984741211,49.74429702758789,11052500,BMY,BMY-PFE
2024-02-26,51.560001373291016,51.68000030517578,50.470001220703125,50.52000045776367,48.646575927734375,9690400,BMY,BMY-PFE
2024-02-27,50.56999969482422,50.720001220703125,50.150001525878906,50.5099983215332,48.63694381713867,8145100,BMY,BMY-PFE
2024-02-28,50.5099983215332,50.970001220703125,50.369998931884766,50.91999816894531,49.03173828125,7974500,BMY,BMY-PFE
2024-02-29,50.959999084472656,51.16999816894531,50.279998779296875,50.75,48.868045806884766,14655700,BMY,BMY-PFE
2024-03-01,50.939998626708984,51.08000183105469,50.439998626708984,50.88999938964844,49.00285339355469,10890600,BMY,BMY-PFE
2024-03-04,51.279998779296875,52.20000076293945,50.720001220703125,50.91999816894531,49.03173828125,19033400,BMY,BMY-PFE
2024-03-05,51.0099983215332,52.11000061035156,50.9900016784668,51.81999969482422,49.89836502075195,15110700,BMY,BMY-PFE
2024-03-06,52.34000015258789,53.810001373291016,52.25,53.380001068115234,51.400516510009766,21692300,BMY,BMY-PFE
2024-03-07,53.56999969482422,53.75,52.97999954223633,53.279998779296875,51.304222106933594,17233100,BMY,BMY-PFE
2024-03-08,53.47999954223633,54.2599983215332,53.33000183105469,53.790000915527344,51.79531478881836,17477500,BMY,BMY-PFE
2024-03-11,53.900001525878906,54.560001373291016,53.7400016784668,54.36000061035156,52.34417724609375,15646400,BMY,BMY-PFE
2024-03-12,54.33000183105469,54.599998474121094,53.81999969482422,54.400001525878906,52.3826904296875,14269100,BMY,BMY-PFE
2024-03-13,54.33000183105469,55.040000915527344,52.599998474121094,52.650001525878906,50.69758605957031,26855200,BMY,BMY-PFE
2024-03-14,52.56999969482422,52.68000030517578,51.810001373291016,52.4900016784668,50.543521881103516,14430200,BMY,BMY-PFE
2024-03-15,52.31999969482422,53.20000076293945,51.95000076293945,52.34000015258789,50.39908218383789,123579800,BMY,BMY-PFE
2024-03-18,52.58000183105469,52.70000076293945,51.529998779296875,51.59000015258789,49.67689514160156,19738700,BMY,BMY-PFE
2024-03-19,51.7599983215332,51.93000030517578,51.38999938964844,51.79999923706055,49.87910842895508,14593200,BMY,BMY-PFE
2024-03-20,51.630001068115234,52.15999984741211,51.27000045776367,51.880001068115234,49.95614242553711,10436300,BMY,BMY-PFE
2024-03-21,51.90999984741211,52.650001525878906,51.560001373291016,51.59000015258789,49.67689514160156,12625100,BMY,BMY-PFE
2024-03-22,51.650001525878906,52.45000076293945,51.52000045776367,51.93000030517578,50.00428771972656,11727500,BMY,BMY-PFE
2024-03-25,52.08000183105469,52.7400016784668,51.90999984741211,52.25,50.31241989135742,12348100,BMY,BMY-PFE
2024-03-26,52.38999938964844,52.650001525878906,52.040000915527344,52.54999923706055,50.601295471191406,9952000,BMY,BMY-PFE
2024-03-27,53.0,53.689998626708984,52.849998474121094,53.25,51.27533721923828,13077600,BMY,BMY-PFE
2024-03-28,53.38999938964844,54.47999954223633,53.38999938964844,54.22999954223633,52.218994140625,14348200,BMY,BMY-PFE
