Total Cumulative Return(%),Average Cumulative Return(%),Best Performing Pair,Best Return (%),Worst Performing Pair,Worst Return (%)
8.488178396224974,0.16976356792449948,DPZ-SBUX,2.7399978637695312,FICO-PTC,-4.491996765136719
