Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,78.79000091552734,79.16999816894531,77.72000122070312,79.12999725341797,75.47168731689453,2920200
2023-01-04,79.19999694824219,80.12999725341797,79.19000244140625,79.63999938964844,75.95811462402344,3976800
2023-01-05,79.5199966430664,79.80999755859375,78.44000244140625,78.54000091552734,74.90896606445312,2295600
2023-01-06,79.4000015258789,80.45999908447266,79.16999816894531,79.9800033569336,76.28238677978516,2274500
2023-01-09,79.95999908447266,80.4000015258789,78.55999755859375,78.7300033569336,75.0901870727539,2826000
2023-01-10,78.97000122070312,78.97000122070312,78.0199966430664,78.30999755859375,74.68958282470703,3397200
2023-01-11,78.44000244140625,78.72000122070312,76.69000244140625,77.12999725341797,73.56414794921875,9122200
2023-01-12,77.36000061035156,77.5999984741211,76.3499984741211,76.83999633789062,73.28754425048828,6059000
2023-01-13,76.69000244140625,78.0,76.56999969482422,77.8499984741211,74.2508544921875,3800100
2023-01-17,78.16000366210938,78.97000122070312,78.08000183105469,78.2300033569336,74.61329650878906,5615100
2023-01-18,77.98999786376953,78.33000183105469,76.30999755859375,76.31999969482422,72.7916030883789,3996300
2023-01-19,75.7699966430664,76.52999877929688,75.19000244140625,75.19999694824219,71.7233657836914,4436400
2023-01-20,74.75,75.54000091552734,74.02999877929688,75.44000244140625,72.40481567382812,11899800
2023-01-23,75.54000091552734,75.66999816894531,74.94000244140625,75.5,72.46240234375,2463400
2023-01-24,75.38999938964844,75.98999786376953,74.5,75.94000244140625,72.88471221923828,4219100
2023-01-25,75.4800033569336,75.98999786376953,74.62999725341797,75.7699966430664,72.7215347290039,3142700
2023-01-26,75.62000274658203,75.80999755859375,75.12000274658203,75.52999877929688,72.49119567871094,3744000
2023-01-27,72.8499984741211,73.04000091552734,70.94000244140625,71.58999633789062,68.709716796875,13482900
2023-01-30,72.19999694824219,73.7300033569336,72.05000305175781,72.87999725341797,69.94781494140625,9191600
2023-01-31,73.37999725341797,74.54000091552734,73.26000213623047,74.52999877929688,71.53142547607422,5890100
2023-02-01,74.43000030517578,75.30000305175781,74.11000061035156,74.98999786376953,71.9729232788086,3722200
2023-02-02,74.18000030517578,74.19999694824219,73.30999755859375,73.7300033569336,70.76361083984375,5024700
2023-02-03,73.95999908447266,74.4000015258789,73.22000122070312,74.29000091552734,71.30109405517578,3861200
2023-02-06,74.19999694824219,74.41000366210938,73.27999877929688,73.8499984741211,70.87879180908203,4186900
2023-02-07,73.43000030517578,73.55000305175781,72.70999908447266,73.44999694824219,70.49488830566406,3755100
2023-02-08,73.12000274658203,73.68000030517578,72.80999755859375,73.36000061035156,70.40850067138672,3230100
2023-02-09,73.51000213623047,73.75,72.80999755859375,72.83000183105469,69.89983367919922,3740400
2023-02-10,72.93000030517578,73.7300033569336,72.7300033569336,73.55000305175781,70.59086608886719,3524300
2023-02-13,73.87000274658203,74.04000091552734,73.45999908447266,73.7699966430664,70.802001953125,3664300
2023-02-14,73.91000366210938,73.91000366210938,72.9000015258789,73.18000030517578,70.23574829101562,2382500
2023-02-15,72.87000274658203,72.98999786376953,72.29000091552734,72.69999694824219,69.77505493164062,4399200
2023-02-16,72.31999969482422,72.97000122070312,71.73999786376953,72.7699966430664,69.84223937988281,4701800
2023-02-17,72.95999908447266,74.95999908447266,72.95999908447266,74.5199966430664,71.52183532714844,5019100
2023-02-21,73.9000015258789,74.7300033569336,73.9000015258789,74.26000213623047,71.27229309082031,4098100
2023-02-22,74.5,75.04000091552734,74.19000244140625,74.41000366210938,71.416259765625,3645600
2023-02-23,74.41000366210938,74.7699966430664,72.91999816894531,73.66000366210938,70.6964340209961,3008600
2023-02-24,73.27999877929688,73.36000061035156,72.75,73.12999725341797,70.18775177001953,3115000
2023-02-27,73.41999816894531,74.13999938964844,73.22000122070312,73.5999984741211,70.63884735107422,3434600
2023-02-28,73.29000091552734,73.6500015258789,72.87000274658203,73.30000305175781,70.35092163085938,3614300
2023-03-01,73.3499984741211,73.3499984741211,71.81999969482422,72.55000305175781,69.63108825683594,2880800
2023-03-02,72.58999633789062,73.94999694824219,72.54000091552734,73.7699966430664,70.802001953125,2916000
2023-03-03,74.0,74.08999633789062,73.25,73.94999694824219,70.9747543334961,2532600
2023-03-06,73.69999694824219,74.04000091552734,73.22000122070312,73.29000091552734,70.34131622314453,3001600
