Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,71.9800033569336,72.33999633789062,71.18000030517578,71.58000183105469,68.46693420410156,3314300
2023-01-04,72.22000122070312,72.44000244140625,71.66999816894531,71.91999816894531,68.79214477539062,3503700
2023-01-05,71.80000305175781,72.11000061035156,71.19999694824219,71.5,68.3904037475586,2819100
2023-01-06,72.1500015258789,74.0199966430664,71.5,73.83999633789062,70.6286392211914,3174600
2023-01-09,73.5,73.6500015258789,71.43000030517578,71.44999694824219,68.34259033203125,3401400
2023-01-10,71.73999786376953,72.25,71.3499984741211,72.0,68.86866760253906,2109900
2023-01-11,71.9800033569336,72.29000091552734,71.4000015258789,71.91000366210938,68.78257751464844,2491800
2023-01-12,72.12999725341797,72.41000366210938,71.55000305175781,71.80000305175781,68.6773681640625,2054800
2023-01-13,71.31999969482422,72.91000366210938,70.72000122070312,72.8499984741211,69.68170166015625,1981000
2023-01-17,72.91000366210938,73.08000183105469,72.12999725341797,72.44000244140625,69.2895278930664,3291900
2023-01-18,72.38999938964844,72.94000244140625,71.77999877929688,71.87999725341797,68.7538833618164,2548600
2023-01-19,71.5999984741211,71.80000305175781,70.66999816894531,70.68000030517578,67.6060791015625,2393700
2023-01-20,70.9800033569336,71.11000061035156,70.02999877929688,71.05000305175781,67.95999145507812,8969500
2023-01-23,71.04000091552734,72.04000091552734,70.77999877929688,71.54000091552734,68.42866516113281,2487600
2023-01-24,72.12000274658203,72.81999969482422,70.80000305175781,72.80000305175781,69.63387298583984,2339600
2023-01-25,72.44999694824219,73.11000061035156,72.19000244140625,73.08999633789062,69.91126251220703,2451200
2023-01-26,73.19999694824219,73.37000274658203,72.0199966430664,72.95999908447266,69.78692626953125,2882000
2023-01-27,72.9800033569336,73.2699966430664,72.55999755859375,72.91000366210938,69.73908996582031,2350800
2023-01-30,72.6500015258789,73.5999984741211,72.11000061035156,73.04000091552734,69.86343383789062,1777000
2023-01-31,73.02999877929688,73.56999969482422,72.29000091552734,73.5,70.30342102050781,4730100
2023-02-01,73.3499984741211,73.75,72.63999938964844,73.27999877929688,70.093017578125,3162800
2023-02-02,73.55999755859375,73.55999755859375,68.36000061035156,68.9000015258789,65.90348052978516,5568800
2023-02-03,68.61000061035156,69.86000061035156,68.58999633789062,69.38999938964844,66.37217712402344,3333400
2023-02-06,69.19000244140625,69.7300033569336,68.6500015258789,69.58000183105469,66.55391693115234,2183100
2023-02-07,69.06999969482422,70.26000213623047,69.04000091552734,69.94999694824219,66.90782928466797,2203500
2023-02-08,69.61000061035156,70.88999938964844,69.26000213623047,70.45999908447266,67.39564514160156,2220100
2023-02-09,70.91000366210938,71.13999938964844,69.55000305175781,69.62999725341797,66.60173034667969,1900700
2023-02-10,69.63999938964844,69.94000244140625,69.43000030517578,69.87999725341797,66.84087371826172,1674700
2023-02-13,69.80999755859375,71.12999725341797,69.5999984741211,71.01000213623047,67.9217300415039,2268700
2023-02-14,70.36000061035156,70.58999633789062,69.16999816894531,69.20999908447266,66.59387969970703,2497700
2023-02-15,68.83999633789062,69.31999969482422,68.61000061035156,69.2699966430664,66.65162658691406,1621400
2023-02-16,68.66000366210938,69.7300033569336,68.5199966430664,69.12999725341797,66.51691436767578,1699600
2023-02-17,69.0,69.55000305175781,68.94999694824219,69.37000274658203,66.74784851074219,1770600
2023-02-21,68.95999908447266,69.12999725341797,67.83000183105469,68.12999725341797,65.5547103881836,1859200
2023-02-22,68.11000061035156,68.61000061035156,67.81999969482422,68.36000061035156,65.77601623535156,2030700
2023-02-23,68.62999725341797,69.12000274658203,67.5999984741211,68.0,65.42963409423828,1997900
2023-02-24,67.58999633789062,68.79000091552734,67.5199966430664,68.56999969482422,65.97809600830078,1814700
2023-02-27,68.68000030517578,69.13999938964844,68.11000061035156,68.2300033569336,65.65093994140625,1764700
2023-02-28,68.43000030517578,68.75,68.0199966430664,68.1500015258789,65.57394409179688,3066800
2023-03-01,68.19000244140625,69.22000122070312,67.93000030517578,68.12000274658203,65.54508972167969,2466500
2023-03-02,67.80000305175781,67.98999786376953,66.75,67.55999755859375,65.0062484741211,1984200
2023-03-03,67.29000091552734,68.5999984741211,67.19999694824219,68.44000244140625,65.85299682617188,1850400
2023-03-06,68.37000274658203,68.79000091552734,68.13999938964844,68.22000122070312,65.64129638671875,2146800
2023-03-07,68.33999633789062,68.37999725341797,66.76000213623047,67.05999755859375,64.52515411376953,1876500
2023-03-08,67.16000366210938,67.20999908447266,65.54000091552734,66.12000274658203,63.62069320678711,2332200
2023-03-09,66.2300033569336,66.5,64.52999877929688,64.83999633789062,62.38907241821289,3232300
2023-03-10,64.3499984741211,65.05999755859375,63.7400016784668,64.02999877929688,61.60968780517578,3614900
2023-03-13,62.650001525878906,63.65999984741211,61.70000076293945,62.15999984741211,59.81037521362305,5132800
2023-03-14,63.43000030517578,64.08000183105469,62.58000183105469,63.119998931884766,60.73408508300781,3372700
2023-03-15,61.36000061035156,61.65999984741211,60.20000076293945,61.2400016784668,58.92515563964844,3520700
